Year,Month,Professional Area,License Type,County,State,Count
2025,February,Auctioneers and Auction Company,Auctioneer,Okanogan,WA,2
2025,February,Geologist,Geologist,Unknown or Out of State,KS,2
2025,February,Cosmetology,Hair Designer,San Juan,WA,6
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,MD,16
2025,February,Cosmetology,Manicurist,Unknown or Out of State,ID,65
2025,February,Appraisers - Real Estate,Certified General Appraiser,Whatcom,WA,15
2025,February,Cosmetology,Barber,Unknown or Out of State,MT,10
2025,February,Security Guards,Security Guard,San Juan,WA,2
2025,February,Funerals,Academic Intern,Pierce,WA,3
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,MD,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,OR,7
2025,February,Funerals,Funeral Director,Unknown or Out of State,BC,1
2025,February,Cemeteries,Crematory,Skagit,WA,3
2025,February,Private Investigator,Private Investigator,Grays Harbor,WA,5
2025,February,Funerals,Embalmer,Unknown or Out of State,FL,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,ON,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,FL,1
2025,February,Funerals,Embalmer,Pend Oreille,WA,3
2025,February,Cemeteries,Final Disposition Permit,Benton,WA,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,AK,1
2025,February,Camping Resorts,Camping Resort Salesperson,Cowlitz,WA,1
2025,February,Geologist,Geologist,Skamania,WA,1
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,AL,1
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,CO,1
2025,February,Funerals,Funeral Director,Whitman,WA,4
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,NA,1
2025,February,Cosmetology,Personal Service,Skamania,WA,1
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,TN,1
2025,February,Cemeteries,Cemetery,Franklin,WA,1
2025,February,Appraisers - Real Estate,Certified General Appraiser,Clark,OR,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,MD,4
2025,February,Cosmetology,Cosmetologist,Pierce,WA,4570
2025,February,CDL Training and Examining,CDL Training Provider-School,Whatcom,WA,5
2025,February,Landscape Architects,Landscape Architect,Thurston,WA,21
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,WI,9
2025,February,Cosmetology,Esthetician,Unknown or Out of State,SC,7
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Wahkiakum,WA,4
2025,February,Body Art and Body Piercing,Body Piercing,Douglas,WA,4
2025,February,Real Estate,Real Estate School,Unknown or Out of State,FL,3
2025,February,Cemeteries,Crematory,Clallam,WA,2
2025,February,Cosmetology,Esthetician,Unknown or Out of State,OH,13
2025,February,Cemeteries,Crematory,Snohomish,WA,6
2025,February,Cosmetology,Manicurist,Unknown or Out of State,HI,7
2025,February,Cosmetology,Barber,Garfield,WA,1
2025,February,Funerals,Embalmer Intern,Pierce,WA,17
2025,February,Funerals,Funeral Director Intern,Pierce,WA,30
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,FL,3
2025,February,Body Art and Body Piercing,Tattoo Artist,San Juan,WA,6
2025,February,Real Estate,Real Estate Course,Kitsap,WA,5
2025,February,Auctioneers and Auction Company,Auction Company,Benton,WA,1
2025,February,Timeshares,Timeshare Company,Unknown or Out of State,NY,2
2025,February,Body Art and Body Piercing,Artist Shop,Franklin,WA,3
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,MI,4
2025,February,Combative Sports,Second,Unknown or Out of State,NJ,2
2025,February,Cosmetology,School,Walla Walla,WA,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Benton,WA,2
2025,February,Body Art and Body Piercing,Artist Mobile Unit,Clark,WA,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,ON,4
2025,February,Cosmetology,School,Benton,WA,7
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,RI,1
2025,February,Combative Sports,Second,Unknown or Out of State,ID,1
2025,February,Cemeteries,Cemetery,Walla Walla,WA,1
2025,February,Private Investigator,Private Investigator Agency,Whitman,WA,1
2025,February,Funerals,Funeral Director Intern,Jefferson,WA,1
2025,February,Security Guards,Security Guard Company,Lewis,WA,1
2025,February,Combative Sports,Referee,Pierce,WA,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,VA,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,WV,1
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,OK,1
2025,February,Cemeteries,Cemetery,Adams,WA,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,OH,1
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,WI,1
2025,February,Cosmetology,Esthetician,Unknown or Out of State,MD,11
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,MN,7
2025,February,Cosmetology,Hair Designer,Yakima,WA,20
2025,February,Whitewater River Outfitters,Whitewater River Outfitters,Snohomish,WA,3
2025,February,Cosmetology,Instructor,Douglas,WA,10
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,MA,3
2025,February,Home Inspector,Home Inspector,San Juan,WA,4
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,NM,1
2025,February,Combative Sports,Second,Unknown or Out of State,TX,4
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,PA,1
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,UT,9
2025,February,Landscape Architects,Landscape Architect,Lincoln,WA,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,SC,3
2025,February,Private Investigator,Private Investigator,Stevens,WA,2
2025,February,Combative Sports,Announcer,Unknown or Out of State,Out of State,1
2025,February,CDL Training and Examining,CDL Training Provider-School,Grant,WA,2
2025,February,Appraisers - Real Estate,Certified General Appraiser,Kittitas,WA,1
2025,February,Private Investigator,Private Investigator,Douglas,WA,3
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,MT,2
2025,February,Real Estate,Real Estate School,Unknown or Out of State,NC,2
2025,February,Funerals,Embalmer,Pacific,WA,1
2025,February,Security Guards,Security Guard,Wahkiakum,WA,1
2025,February,Home Inspector,Home Inspector,Adams,WA,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,AZ,9
2025,February,Geologist,Geologist,Unknown or Out of State,FL,6
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,IL,30
2025,February,Security Guards,Security Guard,Clallam,WA,71
2025,February,Real Estate,Real Estate Managing Broker,Clark,WA,393
2025,February,Architects,Architect,Whitman,WA,10
2025,February,Real Estate,Real Estate Firm,Stevens,WA,14
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Mason,WA,3
2025,February,Architects,Architect,Whatcom,WA,63
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,VA,3
2025,February,Funerals,Prearrangement Funeral Services,Cowlitz,WA,7
2025,February,Security Guards,Security Guard Company,Pierce,WA,67
2025,February,Body Art and Body Piercing,Artist Shop,King,WA,227
2025,February,Cosmetology,Cosmetologist,Island,WA,360
2025,February,Funerals,Embalmer,Whitman,WA,4
2025,February,Appraisers - Real Estate,Appraiser Course,Unknown or Out of State,VA,1
2025,February,Real Estate,Real Estate Branch,Jefferson,WA,7
2025,February,Funerals,Funeral Director,Unknown or Out of State,FL,1
2025,February,Architects,Architect,Mason,WA,5
2025,February,Cosmetology,School,Spokane,WA,5
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,NY,3
2025,February,Cemeteries,Crematory,Pierce,WA,8
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,ID,2
2025,February,Funerals,Embalmer,Grant,WA,6
2025,February,Funerals,Funeral Establishment Branch,King,WA,9
2025,February,Real Estate,Real Estate School,Okanogan,WA,1
2025,February,Collection Agency,Collection Agency,Cowlitz,WA,3
2025,February,Architects,Architect,Unknown or Out of State,ME,3
2025,February,Combative Sports,Promoter,Unknown or Out of State,CT,1
2025,February,Cosmetology,Barber,Unknown or Out of State,IA,2
2025,February,Auctioneers and Auction Company,Auctioneer,Skamania,WA,1
2025,February,Combative Sports,Theatrical Wrestling School,Pierce,WA,2
2025,February,Auctioneers and Auction Company,Auction Company,Walla Walla,WA,2
2025,February,Security Guards,Security Guard Company,Asotin,WA,1
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,OH,1
2025,February,Combative Sports,Announcer,Thurston,WA,1
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,AZ,1
2025,February,CDL Training and Examining,CDL Training Provider-School,Adams,WA,2
2025,February,Notary Public,Notary Public,Unknown or Out of State,MO,1
2025,February,Body Art and Body Piercing,Artist Shop,Mason,WA,6
2025,February,Funerals,Embalmer Intern,Okanogan,WA,1
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,DE,1
2025,February,Real Estate,Real Estate Firm,Thurston,WA,118
2025,February,Cosmetology,Esthetician,Unknown or Out of State,AK,28
2025,February,Security Guards,Security Guard,Unknown or Out of State,FL,12
2025,February,Timeshares,Timeshare Company,Unknown or Out of State,HI,10
2025,February,Security Guards,Security Guard Company,Yakima,WA,9
2025,February,Geologist,Geologist,Unknown or Out of State,MT,26
2025,February,Cosmetology,Hair Designer,Kitsap,WA,15
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Snohomish,WA,20
2025,February,Cosmetology,Salon Shop,Okanogan,WA,47
2025,February,Cosmetology,Instructor,King,WA,413
2025,February,Funerals,Funeral Director,Thurston,WA,20
2025,February,Architects,Architect Firm,Unknown or Out of State,OR,91
2025,February,Cosmetology,Hair Designer,Spokane,WA,53
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,IL,24
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,WY,5
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Kittitas,WA,13
2025,February,Funerals,Funeral Director,Grays Harbor,WA,5
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Snohomish,WA,153
2025,February,Cosmetology,Manicurist,Unknown or Out of State,MA,15
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,UT,2
2025,February,Funerals,Funeral Establishment,Snohomish,WA,17
2025,February,Cemeteries,Crematory Operator,Yakima,WA,13
2025,February,Private Investigator,Private Investigator,Whitman,WA,3
2025,February,Cosmetology,Manicurist,San Juan,WA,13
2025,February,Cosmetology,Master Esthetician,Asotin,WA,1
2025,February,Appraisers - Real Estate,Appraiser Trainee,Clallam,WA,3
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Walla Walla,WA,2
2025,February,Real Estate,Real Estate School,Mason,WA,2
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,NE,1
2025,February,Cosmetology,Barber,Asotin,WA,1
2025,February,Security Guards,Security Guard Company,Whatcom,WA,4
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,CO,6
2025,February,Security Guards,Security Guard,Skamania,WA,3
2025,February,Bail Bonds,Bail Bond Agent,Clallam,WA,1
2025,February,Cosmetology,Personal Service,Chelan,WA,2
2025,February,Appraisers - Real Estate,Appraiser Course,Unknown or Out of State,TN,11
2025,February,Bail Bonds,Bail Bond Agency,Spokane,WA,3
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,KY,1
2025,February,Cosmetology,Instructor,Columbia,WA,1
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,TX,3
2025,February,Cosmetology,Mobile Unit,Whatcom,WA,2
2025,February,Home Inspector,Home Inspector,Stevens,WA,9
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,NV,1
2025,February,Cosmetology,Manicurist,Unknown or Out of State,AR,4
2025,February,Architects,Architect,Pierce,WA,212
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,NY,4
2025,February,Geologist,Geologist,Unknown or Out of State,TN,6
2025,February,Cosmetology,Barber,Jefferson,WA,11
2025,February,Combative Sports,Amateur Training Facility,Snohomish,WA,1
2025,February,Cosmetology,Cosmetologist,Garfield,WA,6
2025,February,Cosmetology,Cosmetologist,Grant,WA,402
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,GA,4
2025,February,Private Investigator,Private Investigator,Mason,WA,11
2025,February,Architects,Architect,Unknown or Out of State,OR,589
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,OR,76
2025,February,Funerals,Funeral Director Intern,Yakima,WA,10
2025,February,Cosmetology,Cosmetologist,Pend Oreille,WA,42
2025,February,Appraisers - Real Estate,Appraiser Trainee,Benton,WA,7
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,AZ,6
2025,February,Combative Sports,Wrestling Participant,Pierce,WA,3
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,NY,12
2025,February,Real Estate,Real Estate Broker,Ferry,WA,5
2025,February,Cosmetology,Esthetician,Unknown or Out of State,KY,5
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,AL,1
2025,February,Appraisers - Real Estate,Appraiser Trainee,Lincoln,WA,1
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,CO,2
2025,February,Cemeteries,Crematory Operator,Unknown or Out of State,SC,1
2025,February,Security Guards,Security Guard Company,Unknown or Out of State,NC,1
2025,February,Home Inspector,Home Inspector Courses,Clark,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,UT,2
2025,February,Body Art and Body Piercing,Artist Mobile Unit,Yakima,WA,1
2025,February,Funerals,Embalmer,Lincoln,WA,1
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,ID,1
2025,February,Collection Agency,Collection Agency,Mason,WA,1
2025,February,Real Estate,Real Estate Course,Jefferson,WA,1
2025,February,Funerals,Funeral Director,Unknown or Out of State,MI,1
2025,February,Cosmetology,Esthetician,Stevens,WA,61
2025,February,Auctioneers and Auction Company,Auctioneer,Grant,WA,1
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,OR,8
2025,February,Whitewater River Outfitters,Whitewater River Outfitters,Unknown or Out of State,OR,2
2025,February,Architects,Architect Firm,Skagit,WA,9
2025,February,Cemeteries,Alkaline Hydrolysis Operator,Pierce,WA,2
2025,February,Sellers of Travel,Sellers of Travel Branch,Pacific,WA,1
2025,February,Architects,Architect,Unknown or Out of State,SD,1
2025,February,Security Guards,Security Guard,Unknown or Out of State,UT,2
2025,February,Architects,Architect Firm,Unknown or Out of State,IN,5
2025,February,Cemeteries,Cemetery,Kitsap,WA,7
2025,February,Sellers of Travel,Sellers of Travel Branch,Snohomish,WA,1
2025,February,Private Investigator,Private Investigator Agency,Kittitas,WA,1
2025,February,Cosmetology,Manicurist,Unknown or Out of State,IA,10
2025,February,Appraisers - Real Estate,Appraiser Trainee,Unknown or Out of State,ID,4
2025,February,Home Inspector,Home Inspector Courses,Unknown or Out of State,FL,3
2025,February,Sellers of Travel,Sellers of Travel,Klickitat,WA,3
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,MT,2
2025,February,Home Inspector,Home Inspector,Asotin,WA,2
2025,February,Home Inspector,Home Inspector,Pend Oreille,WA,2
2025,February,Funerals,Funeral Establishment Branch,Stevens,WA,1
2025,February,Architects,Architect Firm,Asotin,WA,2
2025,February,Funerals,Embalmer Intern,Walla Walla,WA,2
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Adams,WA,1
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,GA,1
